"","seqnames","start","end","width","strand","Conc","Conc_0","Conc_6","Fold","p.value","FDR"
"9143","NC_000072.7",140369888,140370288,401,"*",4.21421336371395,0,5.21421336371395,-7.38813276802494,8.30954365221732e-14,3.00090859456176e-11
"14523","NC_000076.7",105409794,105410194,401,"*",5.70532339963018,3.74299243322498,6.50721583418641,-2.64520556089735,9.93569079867149e-14,3.51781899512963e-11
"4768","NC_000070.7",5798500,5798900,401,"*",8.54957946429115,7.88724614606183,9.00180002436952,-1.04321146870809,1.35100940517592e-13,4.69138015947337e-11
"16807","NC_000078.7",69793757,69794157,401,"*",6.92954459284392,7.43809021505654,6.13714928390585,1.21484663025019,1.41958149635088e-13,4.8364873735109e-11
"618","NC_000067.7",79413734,79414134,401,"*",14.922830015103,14.2412007592522,15.3838757161887,-1.0704561374583,2.60297582270095e-13,8.70406193157614e-11
"10258","NC_000073.7",96555387,96555787,401,"*",12.1795219605952,12.4295713921773,11.8768547889805,0.521409149633421,2.8867906157985e-13,9.47759602717701e-11
"5035","NC_000070.7",44035121,44035521,401,"*",7.6493115889924,8.16554696067656,6.83779277188061,1.23375519649057,2.97521693156416e-13,9.59348073808109e-11
"10046","NC_000073.7",73157430,73157830,401,"*",6.87240577002062,6.07055853891212,7.38476996556647,-1.22695244355229,3.55724483118499e-13,1.12689771783697e-10
"6802","NC_000071.7",64330835,64331235,401,"*",5.77014091250619,3.71116409501918,6.58572767669312,-2.72860918610038,4.98006589228333e-13,1.55043189339586e-10
"17721","NC_000079.7",53122532,53122932,401,"*",7.09905118250156,6.05042777088778,7.69986401211605,-1.5171064783271,6.26252786874855e-13,1.9166519614575e-10
"17845","NC_000079.7",62231066,62231466,401,"*",4.99673023651631,1.35648838710784,5.93768575326572,-4.26676241213995,1.26033322163978e-12,3.79297283052492e-10
"11482","NC_000074.7",71317500,71317900,401,"*",8.47729459606948,8.84161938184238,7.98870390917488,0.798428675420673,1.30038012351331e-12,3.84933834266884e-10
"3310","NC_000068.8",170421440,170421840,401,"*",7.21105279223514,7.84567604892891,6.05090833745044,1.65980015700874,1.8234553593297e-12,5.31066668119619e-10
"1046","NC_000067.7",135291537,135291937,401,"*",5.18421870558432,5.96942171677142,3.33043177632394,2.53980638954834,2.9106509537738e-12,8.1783237264704e-10
"21733","NC_000083.7",46328952,46329352,401,"*",12.0259868871959,11.2983836047724,12.5073826211427,-1.12328033103547,2.94023858360641e-12,8.1783237264704e-10
"18200","NC_000079.7",97382063,97382463,401,"*",11.9797495516173,12.4159993139,11.3514032879855,0.989330954496166,2.94396102464737e-12,8.1783237264704e-10
"15751","NC_000077.7",86580335,86580735,401,"*",8.8713840357632,9.34413467532871,8.16357013106672,1.0960764629071,3.04113446930845e-12,8.32026744125798e-10
"24129","NC_000086.8",78238729,78239129,401,"*",3.68285757363548,0,4.68285757363548,-19.9085288068254,3.19072890967911e-12,8.59925252568293e-10
"19725","NC_000081.7",57686756,57687156,401,"*",8.76080165716436,8.22582227607115,9.15018284438676,-0.853450701429073,3.57663877768982e-12,9.49755388363898e-10
"17032","NC_000078.7",85645408,85645808,401,"*",4.52528433504851,0.285602629162248,5.48658667215777,-4.80098317966904,4.68352593931104e-12,1.22565837516144e-09
"4104","NC_000069.7",89286670,89287070,401,"*",9.75127494634592,9.23672737074217,10.1297727862898,-0.824914049639138,5.04562123706623e-12,1.30155403825293e-09
"17434","NC_000079.7",16188905,16189305,401,"*",7.23023027191519,5.36898818353045,8.01662655809429,-2.487123722823,5.19228124556653e-12,1.32052144297457e-09
"16989","NC_000078.7",84105522,84105922,401,"*",5.09636613497817,5.82171816167183,3.56810921624184,2.08769675660546,5.71206830338401e-12,1.43253912991951e-09
"10259","NC_000073.7",96559791,96560191,401,"*",7.83421424543453,8.27153497472882,7.20362539048088,0.985942117911524,7.50894523335835e-12,1.85738389148975e-09
"14533","NC_000076.7",106418118,106418518,401,"*",4.49747144291928,1.86206299868667,5.37644027955145,-3.26177033242277,8.32575757163319e-12,2.02677934565623e-09
"11558","NC_000074.7",79916918,79917318,401,"*",10.9908464267865,11.3933531800166,10.4306235570513,0.889101749415493,8.41825612915863e-12,2.02677934565623e-09
"22654","NC_000084.7",38336128,38336528,401,"*",9.43154469732529,9.77927910344737,8.97244358945778,0.745678108045792,8.66051894126842e-12,2.05767092792742e-09
"4333","NC_000069.7",105623876,105624276,401,"*",10.3592725593693,10.8491305505387,9.61191434533064,1.1427859743727,9.023597895379e-12,2.1160923012579e-09
"8326","NC_000072.7",49213246,49213646,401,"*",7.16394780082053,0,8.16394780082053,-23.8330676731595,9.29620748095332e-12,2.15207203184069e-09
"16288","NC_000077.7",120848709,120849109,401,"*",6.61655106891503,5.78223243126682,7.14177018743845,-1.24565182580888,9.42599460504007e-12,2.15449600738239e-09
"15565","NC_000077.7",75356023,75356423,401,"*",7.58022352509952,6.73933174307656,8.1079961570545,-1.26286134965234,1.35022273912905e-11,3.02169776943618e-09
"17811","NC_000079.7",59035451,59035851,401,"*",6.22211970199346,4.27334444987478,7.02200603877133,-2.57940375658413,1.35547166929352e-11,3.02169776943618e-09
"6515","NC_000071.7",32310491,32310891,401,"*",8.10274615043308,7.0739853650163,8.69716956226092,-1.48307332692341,1.54709384279981e-11,3.40681384383367e-09
"12331","NC_000075.7",21500754,21501154,401,"*",6.095749114565,6.67195546087227,5.12170316061253,1.44360360429511,1.628475175952e-11,3.54281641592352e-09
"13429","NC_000075.7",121603630,121604030,401,"*",8.30316864403595,8.86330708136646,7.37517647876874,1.35895319350801,2.29741739072959e-11,4.93862688385765e-09
"19997","NC_000081.7",81122084,81122484,401,"*",9.44278788351521,8.8896189135924,9.84166195290672,-0.874521160114617,2.70194891773694e-11,5.68043251879798e-09
"2492","NC_000068.8",96191687,96192087,401,"*",4.64412074845086,1.47319200478511,5.56171761017697,-3.86812524341879,2.70541727095656e-11,5.68043251879798e-09
"20635","NC_000082.7",34280457,34280857,401,"*",4.53938246082764,1.12615388928238,5.47003077618798,-3.96733039118005,3.06614934949745e-11,6.36384583952591e-09
"5059","NC_000070.7",45804136,45804536,401,"*",8.8170506316855,9.17504354054052,8.33982629367128,0.770633319822513,3.14805943269121e-11,6.38826009033551e-09
"23171","NC_000085.7",5504828,5505228,401,"*",5.81427247673086,2.07288834500732,6.75930279975956,-4.29504144866826,3.14866892639896e-11,6.38826009033551e-09
"13732","NC_000076.7",29375784,29376184,401,"*",7.18925381467385,5.2371055138208,7.98964135021904,-2.57461691051591,3.21348599676857e-11,6.44732407151667e-09
"7464","NC_000071.7",123509156,123509556,401,"*",9.17728337892891,9.61295846325515,8.55013836297934,0.974569913796817,4.84469369152418e-11,9.5614853055264e-09
"9087","NC_000072.7",135060638,135061038,401,"*",6.92238062264665,4.38736848733213,7.79222185794413,-3.19451360660549,4.87155478821747e-11,9.5614853055264e-09
"12747","NC_000075.7",58104483,58104883,401,"*",9.61088771794119,9.94931042918046,9.16793306121218,0.716505681200392,4.93614792240493e-11,9.58408849837266e-09
"17826","NC_000079.7",59904261,59904661,401,"*",5.79262176525714,6.79262176525714,0,8.90972885472416,5.07811758666593e-11,9.75484779387519e-09
"15669","NC_000077.7",80771610,80772010,401,"*",10.5018256453311,10.7847506661002,10.1495377907089,0.587008516739605,5.53818343320565e-11,1.0526629289831e-08
"23637","NC_000085.7",47927191,47927591,401,"*",4.16353821980117,0,5.14698926086853,-5.88650303112474,5.63108830523995e-11,1.05917251591373e-08
"6189","NC_000070.7",153458327,153458727,401,"*",9.39367596391347,9.87659379629163,8.66254777769171,1.11457397605385,6.64624139981798e-11,1.23370206274133e-08
"13436","NC_000075.7",121739481,121739881,401,"*",5.61828266162248,6.26010233181412,4.43288748995211,1.66659843900315,6.69561954636156e-11,1.23370206274133e-08
"6982","NC_000071.7",86952042,86952442,401,"*",7.77670354373357,6.88933819096305,8.32207844689116,-1.31031959646109,8.96232836306876e-11,1.63467437628215e-08
"23468","NC_000085.7",32491776,32492176,401,"*",10.2730641007224,10.6421729570107,9.77579226955299,0.790380125760406,9.74285213212497e-11,1.75926680949781e-08
"2727","NC_000068.8",121379274,121379674,401,"*",7.8965537129092,7.11051839597893,8.40251003958693,-1.17979622926958,1.19524259076537e-10,2.13688073875746e-08
"17477","NC_000079.7",22144136,22144536,401,"*",5.49017521896648,4.30162841307326,6.1328818032376,-1.6488533465521,1.30861938678276e-10,2.31664120266042e-08
"10536","NC_000073.7",122367791,122368191,401,"*",5.58700584332391,6.58700584332391,0,8.65961377625549,1.35852767067003e-10,2.38164409216396e-08
"151","NC_000067.7",25107094,25107494,401,"*",8.08593030546834,8.57555559484105,7.33912052161627,1.12114000903096,1.60244780479939e-10,2.78225000108294e-08
"5926","NC_000070.7",136381969,136382369,401,"*",9.30204708468947,9.59020374600764,8.94159581569742,0.595344560364225,1.64389397091761e-10,2.8270279459866e-08
"17720","NC_000079.7",53121539,53121939,401,"*",9.09793187223802,8.05294682870733,9.69758298728179,-1.48315868743788,1.67871336306374e-10,2.85967237706056e-08
"2054","NC_000068.8",38891586,38891986,401,"*",5.09076082015688,0,6.09076082015688,-21.1270774379486,1.76566719020103e-10,2.97968714518318e-08
"17642","NC_000079.7",45055781,45056181,401,"*",9.16845931747379,8.77749356654365,9.47574918488755,-0.638236819140518,1.9350129939419e-10,3.23523422514898e-08
"1607","NC_000067.7",192188235,192188635,401,"*",10.2691496799778,10.6571018334874,9.73687849413021,0.838002567573462,1.95338501960726e-10,3.23598837605948e-08
"17435","NC_000079.7",16191831,16192231,401,"*",8.45278642520791,7.12292552703155,9.13283473431365,-1.81382408704578,2.09587351540274e-10,3.44047164251156e-08
"15890","NC_000077.7",97410322,97410722,401,"*",5.43179114852791,4.3690228150323,6.03708388534114,-1.50613440260253,2.26823435787031e-10,3.68986556757335e-08
"21213","NC_000083.7",8758718,8759118,401,"*",5.22961825505524,3.18709154900079,6.04294736677674,-2.65983900675014,2.42877579145538e-10,3.91575039877767e-08
"23536","NC_000085.7",41835343,41835743,401,"*",5.68862395008527,6.35521981316085,4.41170836993491,1.70540712801379,2.56226273769584e-10,4.09440515527201e-08
"11865","NC_000074.7",109254742,109255142,401,"*",5.11510633749254,5.83712595357935,3.60263580279466,2.02260324783232,2.75367051842265e-10,4.3616691711542e-08
"7039","NC_000071.7",93192042,93192442,401,"*",5.70039549187697,3.75840573495047,6.49926948947972,-2.5319862370376,2.90109954601553e-10,4.55523082629586e-08
"18279","NC_000079.7",105096297,105096697,401,"*",3.98430108807932,0.895989030751469,4.89689130624006,-3.65512012078684,3.88158937164864e-10,6.04222924860858e-08
"17379","NC_000079.7",9371326,9371726,401,"*",6.32275426394294,4.88495507315538,7.02839607058282,-1.92769344880708,3.96810991277423e-10,6.1241162987149e-08
"18201","NC_000079.7",97387322,97387722,401,"*",10.5302987247513,10.9158464691739,10.0025667245432,0.826730306503425,4.42938509049657e-10,6.77808530331327e-08
"23387","NC_000085.7",23870204,23870604,401,"*",5.91514261820053,0,6.91514261820053,-21.8037207806038,4.47984012994962e-10,6.79768682575632e-08
"19864","NC_000081.7",75812597,75812997,401,"*",6.23176705036454,4.26087646762316,7.03491511994505,-2.56272627282749,4.64008960791519e-10,6.98217483751038e-08
"16578","NC_000078.7",33425089,33425489,401,"*",5.53563544319175,6.10355743902115,4.58558159726629,1.33415122477459,4.92920373221585e-10,7.35591998286129e-08
"12288","NC_000075.7",18323597,18323997,401,"*",4.13160194854467,1.24581917079887,5.03054669026893,-3.43923339402141,5.18727366551154e-10,7.67759021132311e-08
"20269","NC_000081.7",101499389,101499789,401,"*",5.0216924751853,0.954490042283406,5.97800533775099,-4.58019287322806,5.26666274185435e-10,7.73171781541984e-08
"15001","NC_000077.7",30092945,30093345,401,"*",4.52335576933733,5.52335576933733,0,21.6929783931287,5.51962038874802e-10,8.03772462577604e-08
"16006","NC_000077.7",102039772,102040172,401,"*",4.17261301195422,1.55305042315185,5.05018683034073,-3.145320079257,6.25012516411868e-10,9.02868080707927e-08
"2854","NC_000068.8",131386438,131386838,401,"*",6.72127349353727,7.17804957549995,6.0490266201906,1.01187088794898,6.61492499020238e-10,9.47981750381622e-08
"12868","NC_000075.7",67666897,67667297,401,"*",6.59718921516743,7.05892089285517,5.91404423536638,1.06355024623986,7.65401022818294e-10,1.08825561173464e-07
"16282","NC_000077.7",120469878,120470278,401,"*",4.81818784465018,0,5.81818784465018,-21.4946388849884,7.8884127412907e-10,1.11282085054286e-07
"9576","NC_000073.7",27957679,27958079,401,"*",5.85314475398512,2.9709164082058,6.75183125323683,-3.49389933593901,8.28031478795858e-10,1.15905150485402e-07
"22503","NC_000084.7",36681015,36681415,401,"*",5.30955204981468,3.39248635862841,6.10466022166999,-2.48744842487122,8.72977213877648e-10,1.21256535007605e-07
"21883","NC_000083.7",56920857,56921257,401,"*",5.51277393414841,0,6.51277393414841,-21.409508226468,9.15362944244014e-10,1.26173348734459e-07
"4479","NC_000069.7",124114984,124115384,401,"*",7.04820493285685,7.53663550443313,6.30420618492637,1.11207386278432,9.64332655103656e-10,1.3191632388793e-07
"18434","NC_000080.7",7111596,7111996,401,"*",7.23045963385501,7.75102022132121,6.40802655124395,1.20982284043228,1.00133230250316e-09,1.3594779989699e-07
"11616","NC_000074.7",84938458,84938858,401,"*",8.04073541615815,7.41196948037702,8.47718578330175,-0.960114772143959,1.15726993289553e-09,1.55946441629065e-07
"1465","NC_000067.7",179452572,179452972,401,"*",8.61261880793644,8.98390186020495,8.11137478423474,0.784403007808012,1.17459778136426e-09,1.571089788007e-07
"13717","NC_000076.7",29019850,29020250,401,"*",3.24762327853558,4.24762327853558,0,5.92558595594288,1.35592568921624e-09,1.80029045368953e-07
"13864","NC_000076.7",42878929,42879329,401,"*",9.86338235928515,10.2013780456805,9.42116136529758,0.699930065959445,1.65988040660374e-09,2.18777083956524e-07
"13733","NC_000076.7",29411183,29411583,401,"*",5.69007555642692,4.04902887301514,6.43800102448367,-2.15782692010425,1.88800572905761e-09,2.47041445286908e-07
"8003","NC_000072.7",13838679,13839079,401,"*",8.48284653170251,7.72178004491958,8.97848032419889,-1.13042020861426,1.9081772086884e-09,2.47884574512852e-07
"17959","NC_000079.7",68382948,68383348,401,"*",3.73902153396709,0,4.71663132672028,-5.35892557076125,1.96809045246778e-09,2.53841495001505e-07
"586","NC_000067.7",75524535,75524935,401,"*",5.08200479703272,0,6.08200479703272,-20.969605584121,2.00096875394806e-09,2.56251721915178e-07
"5925","NC_000070.7",136375640,136376040,401,"*",7.09248953638564,7.55428203059862,6.40921006558706,1.04137899301961,2.03695542214494e-09,2.59023268011769e-07
"5600","NC_000070.7",119164744,119165144,401,"*",5.4306956640945,5.98400915423891,4.52167864879147,1.29707380923437,2.05948976406101e-09,2.60057389298249e-07
"13075","NC_000075.7",89795623,89796023,401,"*",8.50757088726745,7.21630970729372,9.17787311417332,-1.73597221026829,2.11060656131908e-09,2.64661268595407e-07
"17436","NC_000079.7",16201421,16201821,401,"*",10.1832154668173,9.06220045845542,10.8063610442325,-1.54295611779647,2.53226728885406e-09,3.15345865067847e-07
"16086","NC_000077.7",106289183,106289583,401,"*",5.62400736551046,4.70242868468716,6.18185265060053,-1.3140123690473,2.77395507762351e-09,3.43077444086628e-07
"21622","NC_000083.7",35056327,35056727,401,"*",6.17724272899429,5.09013720074792,6.790109645616,-1.49159018519342,2.84543233451289e-09,3.4952361676394e-07
"21525","NC_000083.7",32065040,32065440,401,"*",6.46862810286529,5.38695953322583,7.07981743497907,-1.493968315998,3.05313749195759e-09,3.72503403326204e-07
"4480","NC_000069.7",124115634,124116034,401,"*",9.86072265275903,10.2604063881529,9.30598600352777,0.85230101931628,3.15243380310823e-09,3.82036893843794e-07
"23636","NC_000085.7",47885867,47886267,401,"*",8.06703067189779,7.50401975152033,8.47096584397474,-0.859340632600851,3.32194342109237e-09,3.998955490311e-07
"1351","NC_000067.7",169571271,169571671,401,"*",3.34989640073023,4.34989640073023,0,20.6740655960511,3.40259653739468e-09,4.06891958117455e-07
"4334","NC_000069.7",105626167,105626567,401,"*",8.68850702311806,9.2086032527415,7.86725124027751,1.19402053739863,3.79708865810413e-09,4.5107914407491e-07
"10376","NC_000073.7",105216194,105216594,401,"*",4.51468306831317,0,5.51468306831317,-20.5804636675348,3.94719739715958e-09,4.65846688892225e-07
"11965","NC_000074.7",117748445,117748845,401,"*",3.77064729083359,0,4.74092828350791,-4.87157407325178,4.06078723236037e-09,4.76094582186025e-07
"3555","NC_000069.7",19749234,19749634,401,"*",8.43164706881952,6.80070167753774,9.17763594818782,-2.12049870485664,4.10217740792999e-09,4.76094582186025e-07
"8735","NC_000072.7",100550300,100550700,401,"*",5.58910594708699,6.13720486484197,4.69436108395858,1.27223286698982,4.11312813983607e-09,4.76094582186025e-07
"17524","NC_000079.7",29136692,29137092,401,"*",8.87701779741614,8.55132512220324,9.14255647711544,-0.53583991339729,4.37093263957677e-09,5.02712934221896e-07
"17974","NC_000079.7",69869324,69869724,401,"*",3.77925490309394,0,4.73553756605285,-4.50975078293351,4.57833870883487e-09,5.23234570034375e-07
"12641","NC_000075.7",50843210,50843610,401,"*",4.74329104236514,2.10467293149858,5.62254042346553,-3.24854504353502,5.29786280263105e-09,6.01657286962948e-07
"9447","NC_000073.7",19038472,19038872,401,"*",8.43754470672707,7.54036238394357,8.98653918832965,-1.27946459267275,5.38683884269627e-09,6.07938431141041e-07
"2459","NC_000068.8",91758288,91758688,401,"*",9.37987294323906,8.89410872833145,9.74263042616811,-0.754149857524314,6.06780105516452e-09,6.80535923311216e-07
"1889","NC_000068.8",28343434,28343834,401,"*",10.1285427141534,10.473605149161,9.67410400478818,0.711750983515583,6.37742551555524e-09,7.10846744039388e-07
"23718","NC_000085.7",56745669,56746069,401,"*",5.07853049967549,3.8110904609441,5.7426526568714,-1.69790262065683,7.04782899903139e-09,7.80752443162637e-07
"17960","NC_000079.7",68447584,68447984,401,"*",7.254689964067,3.68550624876552,8.19259945499446,-4.03637318195982,7.26718166913898e-09,8.00143289022211e-07
"153","NC_000067.7",25133017,25133417,401,"*",10.3940192778676,10.8855345104293,9.64274667949391,1.10262294501117,7.40408301192677e-09,8.05588391324996e-07
"13750","NC_000076.7",31484727,31485127,401,"*",6.37017828773537,4.12835452765345,7.20899382619355,-2.79812958564239,7.40586326410529e-09,8.05588391324996e-07
"5480","NC_000070.7",106511322,106511722,401,"*",7.36224240113373,7.77146502776769,6.78883980290962,0.873808052943633,8.06405021977074e-09,8.71931465978445e-07
"6734","NC_000071.7",52533423,52533823,401,"*",9.46512473285051,9.74352246420295,9.1198404658993,0.562844051244284,8.85921246043455e-09,9.52207139274206e-07
"4057","NC_000069.7",87962606,87963006,401,"*",11.1324418377807,11.5052166834847,10.6284625346093,0.775388473384894,9.1692259146884e-09,9.79696522730938e-07
"3634","NC_000069.7",32450990,32451390,401,"*",5.50984308750055,6.11022046918444,4.46258487179225,1.44952181149697,9.28848157665098e-09,9.86600657821098e-07
"10099","NC_000073.7",78749042,78749442,401,"*",7.71344001116788,6.92480638091405,8.22045611055962,-1.1450357540663,1.06265927205734e-08,1.1221309050023e-06
"23055","NC_000084.7",83019395,83019795,401,"*",7.65497575129576,7.00498329017398,8.10146105364229,-0.976556178167196,1.07414160715778e-08,1.12766133723535e-06
"8665","NC_000072.7",90443719,90444119,401,"*",8.07416720194956,7.56099749912681,8.45192254468938,-0.784673377400721,1.1278236828065e-08,1.17717411794434e-06
"21035","NC_000082.7",90182993,90183393,401,"*",6.86837497601731,5.56371772368506,7.54209667080106,-1.72121505803412,1.16578727352536e-08,1.20980579299123e-06
"12702","NC_000075.7",56114479,56114879,401,"*",7.47438001760954,6.92039708733679,7.87367464309349,-0.840225575369148,1.19882608508917e-08,1.23698300676886e-06
"7176","NC_000071.7",107573123,107573523,401,"*",5.30177373451919,3.67791804270484,6.04639371024228,-2.0864507416733,1.2134293338899e-08,1.24493712966193e-06
