"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","refseq","ensembl"
"Ccdc115",772.21101923144,-0.339192104013618,0.0696827832880773,-4.86766010208512,1.12927337397837e-06,1.25530708365889e-05,"Ccdc115","69668","coiled-coil domain containing 115","NM_027159","ENSMUSG00000042111"
"Imp4",752.300319902751,-0.30608196787864,0.0936289900197574,-3.2690939826869,0.00107892458284469,0.00582671889162605,"Imp4","27993","IMP4, U3 small nucleolar ribonucleoprotein","NM_001420705","ENSMUSG00000026127"
"Gm32790",134.187613783321,-0.51417183165389,0.138064085442138,-3.72415338867671,0.000195971753197246,0.00132830319028703,"Gm32790","102635458","predicted gene, 32790","XR_003947770",NA
"Gm53548",130.506946157945,0.707629389573428,0.137267235413711,5.15512232355158,2.53465414339146e-07,3.1988274050394e-06,"Gm53548","118567736","predicted gene, 53548","XR_004936000",NA
"Arid5a",520.422298279165,1.05563646387501,0.129363378149123,8.160241940019,3.34354182873713e-16,1.39726928451399e-14,"Arid5a","214855","AT-rich interaction domain 5A","NM_001172205","ENSMUSG00000037447"
"Cnnm3",662.030560294446,-0.201273181625577,0.0906548904165979,-2.22021316997507,0.0264043007347431,0.0864801857151411,"Cnnm3","94218","cyclin M3","NM_001039551","ENSMUSG00000001138"
"Sema4c",584.374962354153,0.870305057076967,0.0927621328289863,9.38211563851639,6.4662010036488e-21,4.35644926173586e-19,"Sema4c","20353","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","NM_001126047","ENSMUSG00000026121"
"Cnga3",37.3631225213876,-1.01093482352331,0.253183713323967,-3.99289042036345,6.52727373135191e-05,0.000498950661112271,"Cnga3","12790","cyclic nucleotide gated channel alpha 3","NM_001282010","ENSMUSG00000026114"
"Unc50",995.169724853709,-0.300380134479279,0.0717785202174304,-4.18481926862482,2.8539307321392e-05,0.000236192427103103,"Unc50","67387","unc-50 homolog","NM_001356528","ENSMUSG00000026111"
"Mgat4a",1212.2950092055,0.339468254134853,0.153335296218716,2.21389505551702,0.0268359989582985,0.0876510719893255,"Mgat4a","269181","mannoside acetylglucosaminyltransferase 4, isoenzyme A","NM_001290801","ENSMUSG00000026110"
"Txndc9",1259.3885990548,-0.222558652419883,0.0709619234650667,-3.13631087705006,0.00171087742653189,0.00873632193680649,"Txndc9","98258","thioredoxin domain containing 9","NM_001417936","ENSMUSG00000058407"
"Gm16150",185.711385931598,1.61062302004009,0.142039651072952,11.3392493425154,8.38606904933914e-30,1.09259380503853e-27,"Gm16150","102638318","predicted gene 16150","XR_001778890",NA
"Chst10",1785.72872624918,0.569884158097375,0.0910927783033552,6.25608493572958,3.94761809377975e-10,8.08645606978998e-09,"Chst10","98388","carbohydrate sulfotransferase 10","NM_001368780","ENSMUSG00000026080"
"Pdcl3",583.602377826304,0.724791870855532,0.103681408963548,6.99056733604335,2.73776855450214e-12,7.49776213558323e-11,"Pdcl3","68833","phosducin-like 3","NM_026850","ENSMUSG00000026078"
"Npas2",2406.95979249889,0.416999786263578,0.065989865915381,6.31914886443773,2.63007828727783e-10,5.54789966336618e-09,"Npas2","18143","neuronal PAS domain protein 2","NM_008719","ENSMUSG00000026077"
"Tbc1d8",728.800391147318,-0.236137076905642,0.064897403111729,-3.63862135591315,0.000274101458109512,0.00178296759773952,"Tbc1d8","54610","TBC1 domain family, member 8","NM_001357521","ENSMUSG00000003134"
"Cnot11",1645.97017130954,-0.249913429168295,0.0719133923646241,-3.47520011156132,0.000510472397007301,0.00306924343487356,"Cnot11","52846","CCR4-NOT transcription complex, subunit 11","NM_028043","ENSMUSG00000003135"
"Rnf149",1317.2986483879,0.298256465930672,0.100845523595066,2.95755781018389,0.00310086597325952,0.0146439883209449,"Rnf149","67702","ring finger protein 149","NM_001033135","ENSMUSG00000048234"
"D930019O06Rik",276.83100166735,-0.4733472741429,0.105722634357295,-4.47725576477028,7.56086480798742e-06,7.06225427162515e-05,"D930019O06Rik","425051","RIKEN cDNA D930019O06","XR_001778897",NA
"Map4k4",14092.4601104927,0.284473125992155,0.0495013554583305,5.7467744743196,9.09619222636312e-09,1.52917865331051e-07,"Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4","NM_001252200","ENSMUSG00000026074"
"Il1r2",42.6840494274531,0.853065646603518,0.207451322095568,4.11212441543529,3.92034921450613e-05,0.000315318509903922,"Il1r2","16178","interleukin 1 receptor, type II","NM_001360800","ENSMUSG00000026073"
"Il1r1",86.7874395559971,0.761825435811522,0.191277851515773,3.98282095796491,6.81020610104462e-05,0.000518342104400385,"Il1r1","16177","interleukin 1 receptor, type I","NM_001123382","ENSMUSG00000026072"
"Mfsd9",128.999207154372,0.288298126037151,0.131044517842767,2.20000142534054,0.0278067939004049,0.0901571054201783,"Mfsd9","211798","major facilitator superfamily domain containing 9","NM_172499","ENSMUSG00000041945"
"Pou3f3",4164.83371610947,0.259593259358712,0.0492558667412867,5.27030131704328,1.36199984438555e-07,1.8158973094558e-06,"Pou3f3","18993","POU domain, class 3, transcription factor 3","NM_008900","ENSMUSG00000045515"
"2900092D14Rik",381.001733010334,0.292083821241127,0.11450564315503,2.55082468595608,0.0107468369664012,0.0417503188352693,"2900092D14Rik","73100","RIKEN cDNA 2900092D14 gene","NR_027891",NA
"Dalir",20.6154414001104,0.901458143464387,0.310750600803403,2.90090555298619,0.00372086007841369,0.017075866285784,"Dalir","104940697","DNMT1 associated long intergenic non-coding RNA","NR_130904","ENSMUSG00000099784"
"Mrps9",1323.12108044666,-0.273982194748512,0.0737495840177854,-3.7150337645625,0.000203176562807535,0.00137041702184496,"Mrps9","69527","mitochondrial ribosomal protein S9","NM_023514","ENSMUSG00000060679"
"Gpr45",569.132496613775,-0.254918123369234,0.104249269773904,-2.44527490621373,0.0144741767885406,0.0533086548568178,"Gpr45","93690","G protein-coupled receptor 45","NM_053107","ENSMUSG00000041907"
"Tgfbrap1",2888.20737092699,-0.258237847923957,0.0838164943756187,-3.08099079838246,0.00206313024513035,0.0102744813978259,"Tgfbrap1","73122","transforming growth factor, beta receptor associated protein 1","NM_001013025","ENSMUSG00000070939"
"AI597479",954.014899772108,-0.262810673070832,0.0945592382030952,-2.77932307900329,0.00544723174966568,0.0237265239361667,"AI597479","98404","expressed sequence AI597479","NM_133818","ENSMUSG00000010290"
"Fhl2",1880.50871528102,-0.473224464331128,0.0917021168233147,-5.1604530050588,2.46352999567772e-07,3.11572362551131e-06,"Fhl2","14200","four and a half LIM domains 2","NM_001289533","ENSMUSG00000008136"
"Nck2",1139.90299455057,-0.434874573670308,0.0816680557419293,-5.32490420788894,1.01006254662283e-07,1.39713491519203e-06,"Nck2","17974","non-catalytic region of tyrosine kinase adaptor protein 2","NM_010879","ENSMUSG00000066877"
"Uxs1",1296.84711192921,0.29352354354694,0.110838612485898,2.64820658580767,0.00809200592852611,0.0330145643673853,"Uxs1","67883","UDP-glucuronate decarboxylase 1","NM_001368287","ENSMUSG00000057363"
"Tex30",100.624259372613,0.458421190739821,0.124789340753535,3.67356048178204,0.000239194027127482,0.00158440335202686,"Tex30","75623","testis expressed 30","NM_001356296","ENSMUSG00000026049"
"Poglut2",328.750198676143,0.394454104714021,0.121679461811549,3.24174761164651,0.0011879918157238,0.0063384603983168,"Poglut2","72050","protein O-glucosyltransferase 2","NM_023645","ENSMUSG00000026047"
"Ercc5",1381.80821445909,0.47073880240199,0.123508437875703,3.81138981674866,0.000138187648949482,0.000971880274789519,"Ercc5","22592","excision repair cross-complementing rodent repair deficiency, complementation group 5","NM_011729","ENSMUSG00000026048"
"Gulp1",34.8204155980245,0.761566995725447,0.339580343057808,2.24267102408752,0.0249180364884079,0.0826372285805688,"Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1","NM_027506","ENSMUSG00000056870"
"Col5a2",256.82767577048,0.671199008589959,0.126277375507915,5.31527524934892,1.06496222478198e-07,1.46506720969813e-06,"Col5a2","12832","collagen, type V, alpha 2","NM_007737","ENSMUSG00000026042"
"Slc40a1",41.6321301493683,0.879062365320526,0.215818326041618,4.07315903817644,4.63797306017492e-05,0.000365733176026878,"Slc40a1","53945","solute carrier family 40 (iron-regulated transporter), member 1","NM_016917","ENSMUSG00000025993"
"Tmeff2",1853.67936011101,1.03161098043137,0.0694120637857396,14.862128053356,5.80514602137051e-50,2.70687848296484e-47,"Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2","NM_019790","ENSMUSG00000026109"
"Nabp1",321.328297713685,0.743247036953871,0.290431313348859,2.55911467804128,0.0104939117818608,0.0409202515102974,"Nabp1","109019","nucleic acid binding protein 1","NM_001310548","ENSMUSG00000026107"
"Myo1b",687.68437928765,0.580004232784583,0.208532829673743,2.7813569388188,0.00541321832878779,0.0235957725874024,"Myo1b","17912","myosin IB","NM_001161817","ENSMUSG00000018417"
"Stat4",370.89076441499,0.649947985129027,0.155908999712822,4.16876502527887,3.06254513655085e-05,0.000251577363349766,"Stat4","20849","signal transducer and activator of transcription 4","NM_001308266","ENSMUSG00000062939"
"Stat1",466.113175827514,-0.312371816950919,0.0823745895535386,-3.79208951017469,0.0001493850473533,0.00104375144087268,"Stat1","20846","signal transducer and activator of transcription 1","NM_001205313","ENSMUSG00000026104"
"Nab1",1250.57654100925,0.661360120536471,0.193374773209613,3.42009513215861,0.000625992401704323,0.00366434072210073,"Nab1","17936","Ngfi-A binding protein 1","NM_001420345","ENSMUSG00000002881"
"1700019D03Rik",398.487813972534,0.479460113722319,0.219801224015364,2.18133504883851,0.0291586438603751,0.0934289350021674,"1700019D03Rik","67080","RIKEN cDNA 1700019D03 gene","NM_001368274","ENSMUSG00000043629"
"Ormdl1",120.963610143171,0.450143042525029,0.155877722788392,2.88779585993895,0.00387951564930775,0.0176576259414549,"Ormdl1","227102","ORM1-like 1 (S. cerevisiae)","NM_145517","ENSMUSG00000026097"
"Asnsd1",523.269327771857,-0.263609572157901,0.107427227017081,-2.45384321533298,0.014133859005538,0.0523548092535142,"Asnsd1","70396","asparagine synthetase domain containing 1","NM_001290984","ENSMUSG00000026095"
"Gm53553",55.9812881761116,0.611810487885876,0.202939115313702,3.01474896517679,0.00257192030931793,0.0124680440025522,"Gm53553","118567743","predicted gene, 53553","XR_004936100",NA
"Dnah7a",109.295438023678,-0.397454775404587,0.184774624215416,-2.15102467177106,0.03147425238865,0.0992511617858141,"Dnah7a","627872","dynein, axonemal, heavy chain 7A","NM_001252070","ENSMUSG00000096141"
"Stk17b",582.095902788173,0.950216269211796,0.199684269586863,4.75859350953256,1.94946576747289e-06,2.07338438978705e-05,"Stk17b","98267","serine/threonine kinase 17b (apoptosis-inducing)","NM_133810","ENSMUSG00000026094"
"Hecw2",3170.53351613966,0.530528641138505,0.171867398380127,3.08684861782285,0.00202290587088258,0.0101168131883061,"Hecw2","329152","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","NM_001001883","ENSMUSG00000042807"
"Plcl1",2182.7224326017,0.471452792002594,0.169850477088422,2.77569306889355,0.00550841830588667,0.0239341991078975,"Plcl1","227120","phospholipase C-like 1","NM_001114663","ENSMUSG00000038349"
"Satb2",6118.05228911884,0.614302683715573,0.0569546041469811,10.7858300995343,4.0160099261752e-27,4.3127078716302e-25,"Satb2","212712","special AT-rich sequence binding protein 2","NM_001358580","ENSMUSG00000038331"
"1700066M21Rik",460.650708084706,0.624461426994705,0.266297165340882,2.34497962528195,0.0190281193850264,0.0665270811727078,"1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene","NM_028546","ENSMUSG00000038323"
"Aox3",18.0283691821152,2.44355118618374,0.403153321169329,6.06109650565776,1.35196679367501e-09,2.57586017388467e-08,"Aox3","71724","aldehyde oxidase 3","NM_023617","ENSMUSG00000064294"
"Aox4",227.702447109363,-0.392793313194583,0.0924027296949443,-4.25088430278347,2.12928145072599e-05,0.000181475411377652,"Aox4","71872","aldehyde oxidase 4","NM_023631","ENSMUSG00000038242"
"Ppil3",223.823629018523,-0.327445386942339,0.118009752168588,-2.77473158722129,0.00552472837535425,0.0239874202604513,"Ppil3","70225","peptidylprolyl isomerase (cyclophilin)-like 3","NM_001285826","ENSMUSG00000026035"
"Nif3l1",662.911849005781,-0.257864665107503,0.0733909700119999,-3.51357483169033,0.000442119860555492,0.00270042116828086,"Nif3l1","65102","Ngg1 interacting factor 3-like 1 (S. pombe)","NM_022988","ENSMUSG00000026036"
"Cflar",457.744235334921,0.564255893034724,0.139128631030917,4.05564181041453,4.99968276165799e-05,0.000391815032524626,"Cflar","12633","CASP8 and FADD-like apoptosis regulator","NM_001289704","ENSMUSG00000026031"
"Stradb",1325.94806139123,-0.224572344555848,0.0736314652999294,-3.04995077364111,0.00228878877163673,0.0112590361589759,"Stradb","227154","STE20-related kinase adaptor beta","NM_172656","ENSMUSG00000026027"
"Tmem237",755.512313689007,-0.309881107566053,0.0796123546434205,-3.89237460635343,9.92678097356482e-05,0.000721758851336049,"Tmem237","381259","transmembrane protein 237","NM_001033449","ENSMUSG00000038079"
"Als2",1855.73825446917,-0.199264075801189,0.0674773384223517,-2.95305180168729,0.00314649157263485,0.0147963599191924,"Als2","74018","alsin Rho guanine nucleotide exchange factor","NM_001159948","ENSMUSG00000026024"
"Ica1l",1625.6020915446,-0.21233760792859,0.0805593619917918,-2.63579058570779,0.00839415183823832,0.0339432665667356,"Ica1l","70375","islet cell autoantigen 1-like","NM_001316694","ENSMUSG00000026018"
"Wdr12",1327.52825630379,-0.160248448793273,0.052850047299297,-3.03213444419006,0.00242831022201308,0.0118695803652,"Wdr12","57750","WD repeat domain 12","NM_001199060","ENSMUSG00000026019"
"Nrp2",1367.35838539799,0.654765271118923,0.0870405164328526,7.5225343087669,5.37245129101407e-14,1.7531208918136e-12,"Nrp2","18187","neuropilin 2","NM_001077403","ENSMUSG00000025969"
"Cmklr2",13.5600979426691,-0.703858224016837,0.324147823842338,-2.17141122736393,0.0299001009701218,0.0952534859923747,"Cmklr2","241070","chemerin chemokine-like receptor 2","NM_001357045","ENSMUSG00000046856"
"Zdbf2",2276.65320912329,1.90068814803143,0.359341135071376,5.28936980079916,1.22738514900322e-07,1.65888920329428e-06,"Zdbf2","73884","zinc finger, DBF-type containing 2","NM_001267872","ENSMUSG00000027520"
"Fastkd2",339.235713443629,-0.429437096850465,0.104831521696247,-4.09645009346306,4.19533879459494e-05,0.00033485228874517,"Fastkd2","75619","FAST kinase domains 2","NM_172422","ENSMUSG00000025962"
"4933402D24Rik",16.0367454544808,-0.770234530906023,0.333255320284235,-2.31124451441341,0.0208193528663567,0.0716597038336097,"4933402D24Rik","74426","RIKEN cDNA 4933402D24 gene","NM_001256158","ENSMUSG00000025961"
"Klf7",2436.69875568802,-0.424984195018578,0.12587637202409,-3.37620308072786,0.000734936503274075,0.00419399030644552,"Klf7","93691","Kruppel-like transcription factor 7 (ubiquitous)","NM_033563","ENSMUSG00000025959"
"Mettl21a",407.630217161258,-0.22958872586683,0.0774426236125617,-2.96463000808755,0.00303047163379432,0.0143497933936936,"Mettl21a","67099","methyltransferase 21A, HSPA lysine","NM_001368283","ENSMUSG00000025956"
"2810408I11Rik",36.2182035715511,0.86771648914029,0.250757123587793,3.46038619651215,0.000539401178670143,0.00322349055138491,"2810408I11Rik","69941","RIKEN cDNA 2810408I11 gene","NR_038009","ENSMUSG00000087213"
"Ccnyl1",706.72458355342,0.53213899497296,0.0988066853211089,5.38565779474919,7.21801780849212e-08,1.02975891746113e-06,"Ccnyl1","227210","cyclin Y-like 1","NM_001097644","ENSMUSG00000070871"
"Fzd5",150.549345401731,0.748120973720019,0.143309724215047,5.22030851582275,1.78625311343674e-07,2.32212904746776e-06,"Fzd5","14367","frizzled class receptor 5","NM_001033193","ENSMUSG00000045005"
"Plekhm3",1693.23750939085,-0.378174779979872,0.0561914152326598,-6.7301166630889,1.6952710732998e-11,4.23674303918184e-10,"Plekhm3","241075","pleckstrin homology domain containing, family M, member 3","NM_001039493","ENSMUSG00000051344"
"Acadl",1724.14275225694,0.109996800645169,0.050072727333217,2.19674075097164,0.0280389667044137,0.0907438266731517,"Acadl","11363","acyl-Coenzyme A dehydrogenase, long-chain","NM_007381","ENSMUSG00000026003"
"Atic",1354.06191093359,-0.29148134539589,0.080435441100588,-3.62379246520673,0.000290314583293284,0.00187261889383826,"Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","NM_026195","ENSMUSG00000026192"
"Fn1",1593.34461374751,0.804676938095811,0.242845986162058,3.31352784871161,0.000921269321417167,0.00508376552668664,"Fn1","14268","fibronectin 1","NM_001276408","ENSMUSG00000026193"
"Mreg",198.853503366495,-0.839632861458093,0.151471786043742,-5.54316340612519,2.97055405160236e-08,4.5536111789343e-07,"Mreg","381269","melanoregulin","NM_001005423","ENSMUSG00000039395"
"Tmem169",1038.75223946512,-0.660795786736824,0.127718164455448,-5.17385909478311,2.29307778337418e-07,2.91470912794885e-06,"Tmem169","271711","transmembrane protein 169","NM_001418282","ENSMUSG00000026188"
"Marchf4",2763.70201643591,0.410890733558086,0.0481398598742954,8.53535375115382,1.39727248827427e-17,6.93508997751593e-16,"Marchf4","381270","membrane associated ring-CH-type finger 4","NM_001045533","ENSMUSG00000039372"
"Smarcal1",3255.86540018289,-0.393268096337814,0.0557779087748817,-7.05060668238807,1.78139374291384e-12,4.9629741714922e-11,"Smarcal1","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1","NM_018817","ENSMUSG00000039354"
"Gm31047",55.0382228850445,0.530219318640496,0.17812489072084,2.97667168521362,0.00291395876824397,0.0138722287518847,"Gm31047","102633145","predicted gene, 31047","XR_001778985",NA
"Arpc2",9232.06666005785,0.127133131948774,0.0399955568396929,3.17868138349315,0.00147946619615392,0.00769661231052593,"Arpc2","76709","actin related protein 2/3 complex, subunit 2","NM_001357387","ENSMUSG00000006304"
"Tmbim1",401.359886688349,0.454963681799079,0.116854409308689,3.89342331616451,9.88394559954757e-05,0.000718939376348043,"Tmbim1","69660","transmembrane BAX inhibitor motif containing 1","NM_027154","ENSMUSG00000006301"
"Catip",24.8775992954987,-0.782747456241711,0.267571546458468,-2.92537628384642,0.00344039942464349,0.0159582296872403,"Catip","241112","ciliogenesis associated TTC17 interacting protein","NM_001379457","ENSMUSG00000073650"
"Usp37",1019.80148147089,0.726646543585103,0.164801696803537,4.40921760927832,1.0374473998367e-05,9.42210685684598e-05,"Usp37","319651","ubiquitin specific peptidase 37","NM_001310662","ENSMUSG00000033364"
"Zfp142",2733.22988680343,0.290007837187994,0.0660820793045277,4.38860036246051,1.14082485571016e-05,0.000102402612048269,"Zfp142","77264","zinc finger protein 142","NM_001310668","ENSMUSG00000026135"
"Bcs1l",550.039835315907,-0.227345068016736,0.100617497707482,-2.25949832978037,0.0238524040853323,0.0798188381469318,"Bcs1l","66821","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone","NM_001305652","ENSMUSG00000026172"
"Ttll4",740.584040701579,-0.270090657396171,0.0964420645150025,-2.8005482748055,0.00510158763492194,0.0223916352001937,"Ttll4","67534","tubulin tyrosine ligase-like family, member 4","NM_001014974","ENSMUSG00000033257"
"Wnt10a",305.949594597067,-0.927738582484279,0.212339370535852,-4.36913126446156,1.2474177353584e-05,0.000111014539692695,"Wnt10a","22409","wingless-type MMTV integration site family, member 10A","NM_009518","ENSMUSG00000026167"
"Slc23a3",28.2006752262017,-0.868913212710101,0.313517493792301,-2.7714983371414,0.00557989573081257,0.0241973011390768,"Slc23a3","22626","solute carrier family 23 (nucleobase transporters), member 3","NM_194333","ENSMUSG00000026205"
"Cnppd1",1160.7739707796,-0.399244893562764,0.103176069184705,-3.86954937048472,0.000109036700615244,0.000784736514297928,"Cnppd1","69171","cyclin Pas1/PHO80 domain containing 1","NM_001356264","ENSMUSG00000033159"
"Ankzf1",403.379320024709,-0.360381666281971,0.0847561212419754,-4.25198393934398,2.11885059140049e-05,0.000180673309090593,"Ankzf1","52231","ankyrin repeat and zinc finger domain containing 1","NM_001267620","ENSMUSG00000026199"
"Ptprn",24759.6124815972,0.241226719232534,0.0941522343934923,2.56209234742503,0.0104043649532618,0.0406426240314915,"Ptprn","19275","protein tyrosine phosphatase receptor type N","NM_001359281","ENSMUSG00000026204"
"Resp18",456.107095772904,0.46025935586001,0.0922520473376443,4.98915058411063,6.06453607814736e-07,7.15906161017276e-06,"Resp18","19711","regulated endocrine-specific protein 18","NM_009049","ENSMUSG00000033061"
"Speg",7385.93085681202,-0.410097770365571,0.092327709798494,-4.44176262208401,8.92249608520327e-06,8.22996918967812e-05,"Speg","11790","SPEG complex locus","NM_001085370","ENSMUSG00000026207"
"Tmem198",2401.02373814216,0.540514312428919,0.121188299061194,4.46011963709456,8.19139142135162e-06,7.61507159469724e-05,"Tmem198","319998","transmembrane protein 198","NM_177056","ENSMUSG00000051703"
"Inha",684.071252346117,-0.301960400203282,0.0757094153708804,-3.98841278491002,6.65168485321413e-05,0.000507148037496133,"Inha","16322","inhibin alpha","NM_001329843","ENSMUSG00000032968"
"Gm17751",14.2280419183335,0.708502707558046,0.308787012895559,2.29447055079899,0.0217634847513207,0.0743254872641814,"Gm17751","620079","predicted gene, 17751","NR_038012","ENSMUSG00000100553"
"Sgpp2",78.6749874869378,1.30089265445593,0.219590198910258,5.92418359704471,3.13852659919192e-09,5.66309091762542e-08,"Sgpp2","433323","sphingosine-1-phosphate phosphatase 2","NM_001004173","ENSMUSG00000032908"
"Utp14b",961.776140107923,0.948237590371736,0.21875866717971,4.33462866910209,1.4600636936574e-05,0.000128646785618674,"Utp14b","195434","UTP14B small subunit processome component","NM_001001981","ENSMUSG00000079470"
"Scg2",36095.8844369937,1.62288683926968,0.138995468858426,11.675825497036,1.69413109213511e-31,2.44051291232049e-29,"Scg2","20254","secretogranin II","NM_001310680","ENSMUSG00000050711"
"Ap1s3",117.930569815053,2.52729361361394,0.24544275861207,10.2968758496086,7.27868573144501e-25,6.29126987685239e-23,"Ap1s3","252903","adaptor-related protein complex AP-1, sigma 3","NM_183027","ENSMUSG00000054702"
"Wdfy1",3000.02278820127,0.209290329835688,0.0565976058557077,3.69786542507225,0.000217420096340957,0.00145430981014172,"Wdfy1","69368","WD repeat and FYVE domain containing 1","NM_001111279","ENSMUSG00000073643"
"Dner",7378.22218524211,0.245068845055915,0.0345477684601301,7.09362300313946,1.30645728145701e-12,3.70385865122188e-11,"Dner","227325","delta/notch-like EGF repeat containing","NM_152915","ENSMUSG00000036766"
"Slc16a14",1719.90543830244,-0.582296145325198,0.0795713981799995,-7.3179076734077,2.51867045253676e-13,7.68505052843434e-12,"Slc16a14","71781","solute carrier family 16 (monocarboxylic acid transporters), member 14","NM_001417885","ENSMUSG00000026220"
"Gm2427",53.8811719927901,0.49160959162803,0.192710888169658,2.55102135793816,0.0107407743479181,0.0417359168137632,"Gm2427","100039794","predicted gene 2427","XM_036155330",NA
"Gm53570",11.212926587543,1.11050228873134,0.492671410329228,2.25404248237024,0.0241934955351661,0.0806947042972862,"Gm53570","118567764","predicted gene, 53570","XR_004936217",NA
"Armc9",1639.80202964891,-0.302258447356432,0.0553334524941178,-5.46249029714102,4.69501203126631e-08,6.92183907210354e-07,"Armc9","78795","armadillo repeat containing 9","NM_001310702","ENSMUSG00000062590"
