"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0006887","GO:0006887","exocytosis",11,-0.608409300879076,-1.87963581234706,0.0119555976670953,0.0119555976670953,0.88710894502558,490,"tags=55%, list=9%, signal=50%","ENSMUSG00000025496/ENSMUSG00000026241/ENSMUSG00000034584/ENSMUSG00000024261/ENSMUSG00000028341/ENSMUSG00000045613"
"GO:0060537","GO:0060537","muscle tissue development",29,0.503527771792457,1.68044264189422,0.0131182300286329,0.0131182300286329,0.88710894502558,610,"tags=24%, list=11%, signal=22%","ENSMUSG00000029026/ENSMUSG00000031074/ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000019817/ENSMUSG00000030022/ENSMUSG00000008855"
"GO:0045055","GO:0045055","regulated exocytosis",9,-0.614887215167485,-1.76811083757063,0.0142391229454993,0.0142391229454993,0.88710894502558,490,"tags=56%, list=9%, signal=51%","ENSMUSG00000025496/ENSMUSG00000026241/ENSMUSG00000024261/ENSMUSG00000028341/ENSMUSG00000045613"
"GO:0051093","GO:0051093","negative regulation of developmental process",47,0.452379810057082,1.65308580237913,0.0149236640558876,0.0149236640558876,0.88710894502558,1399,"tags=45%, list=25%, signal=34%","ENSMUSG00000029026/ENSMUSG00000031074/ENSMUSG00000034460/ENSMUSG00000030022/ENSMUSG00000071757/ENSMUSG00000029378/ENSMUSG00000022893/ENSMUSG00000021943/ENSMUSG00000008855/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000021743/ENSMUSG00000041324/ENSMUSG00000044317/ENSMUSG00000027204/ENSMUSG00000040152/ENSMUSG00000021647/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000045493/ENSMUSG00000036192"
"GO:0017157","GO:0017157","regulation of exocytosis",9,-0.60884101960472,-1.7507249761689,0.0165959085849394,0.0165959085849394,0.88710894502558,490,"tags=56%, list=9%, signal=51%","ENSMUSG00000025496/ENSMUSG00000026241/ENSMUSG00000034584/ENSMUSG00000024261/ENSMUSG00000045613"
"GO:0031349","GO:0031349","positive regulation of defense response",8,-0.640057487748499,-1.76124490542307,0.0172698925432164,0.0172698925432164,0.88710894502558,338,"tags=38%, list=6%, signal=35%","ENSMUSG00000045573/ENSMUSG00000032487/ENSMUSG00000049709"
"GO:0014706","GO:0014706","striated muscle tissue development",28,0.510505602656968,1.69708601295195,0.0200741128730929,0.0200741128730929,0.88710894502558,610,"tags=25%, list=11%, signal=22%","ENSMUSG00000029026/ENSMUSG00000031074/ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000019817/ENSMUSG00000030022/ENSMUSG00000008855"
"GO:1990573","GO:1990573","potassium ion import across plasma membrane",3,0.871323132694566,1.52493531510793,0.0211606954234936,0.0211606954234936,0.88710894502558,2,"tags=33%, list=0%, signal=33%","ENSMUSG00000032034"
"GO:0050878","GO:0050878","regulation of body fluid levels",15,0.594117063793152,1.65935948698489,0.0212599635525919,0.0212599635525919,0.88710894502558,1321,"tags=60%, list=23%, signal=46%","ENSMUSG00000029026/ENSMUSG00000047953/ENSMUSG00000036480/ENSMUSG00000037188/ENSMUSG00000022512/ENSMUSG00000021732/ENSMUSG00000040152/ENSMUSG00000032860/ENSMUSG00000023951"
"GO:0048589","GO:0048589","developmental growth",35,0.477176653552217,1.65015988374587,0.0223837059428127,0.0223837059428127,0.88710894502558,1352,"tags=40%, list=24%, signal=31%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000026147/ENSMUSG00000034460/ENSMUSG00000064145/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000066406/ENSMUSG00000040152/ENSMUSG00000014813/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:0006304","GO:0006304","DNA modification",3,0.862823206642714,1.5100592755241,0.0243954105697871,0.0243954105697871,0.88710894502558,20,"tags=33%, list=0%, signal=33%","ENSMUSG00000079036"
"GO:0044728","GO:0044728","DNA methylation or demethylation",3,0.862823206642714,1.5100592755241,0.0243954105697871,0.0243954105697871,0.88710894502558,20,"tags=33%, list=0%, signal=33%","ENSMUSG00000079036"
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:0002279","GO:0002279","mast cell activation involved in immune response",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:0002448","GO:0002448","mast cell mediated immunity",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:0032418","GO:0032418","lysosome localization",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:0043299","GO:0043299","leukocyte degranulation",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:0043303","GO:0043303","mast cell degranulation",3,-0.830374612651886,-1.54051186403493,0.0249345959992106,0.0249345959992106,0.88710894502558,487,"tags=67%, list=9%, signal=61%","ENSMUSG00000026241/ENSMUSG00000028341"
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway",3,-0.828130668827516,-1.53634889706676,0.0252692835713614,0.0252692835713614,0.88710894502558,487,"tags=100%, list=9%, signal=91%","ENSMUSG00000026241/ENSMUSG00000024261"
"GO:0043627","GO:0043627","response to estrogen",3,0.861815482358507,1.50829561943462,0.0260127699121143,0.0260127699121143,0.88710894502558,393,"tags=67%, list=7%, signal=62%","ENSMUSG00000037447/ENSMUSG00000021253"
"GO:0010469","GO:0010469","regulation of signaling receptor activity",4,0.822576782248007,1.57853873316879,0.0260819449477624,0.0260819449477624,0.88710894502558,513,"tags=50%, list=9%, signal=45%","ENSMUSG00000046500/ENSMUSG00000029378"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",10,-0.589346543154142,-1.76649896718383,0.028832745453802,0.028832745453802,0.88710894502558,420,"tags=90%, list=7%, signal=83%","ENSMUSG00000057722/ENSMUSG00000026525/ENSMUSG00000048482/ENSMUSG00000047259/ENSMUSG00000038894/ENSMUSG00000009876/ENSMUSG00000041560/ENSMUSG00000019992/ENSMUSG00000028341"
"GO:0002831","GO:0002831","regulation of response to biotic stimulus",11,-0.568575256626325,-1.75657146073392,0.0290439613580629,0.0290439613580629,0.88710894502558,531,"tags=45%, list=9%, signal=41%","ENSMUSG00000021125/ENSMUSG00000020227/ENSMUSG00000041560/ENSMUSG00000035692/ENSMUSG00000049709"
"GO:0019941","GO:0019941","modification-dependent protein catabolic process",14,-0.479820847853243,-1.62970903123388,0.0310056480097407,0.0310056480097407,0.88710894502558,370,"tags=50%, list=7%, signal=47%","ENSMUSG00000055116/ENSMUSG00000043556/ENSMUSG00000028680/ENSMUSG00000041560/ENSMUSG00000035692/ENSMUSG00000063760/ENSMUSG00000038451"
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process",14,-0.479820847853243,-1.62970903123388,0.0310056480097407,0.0310056480097407,0.88710894502558,370,"tags=50%, list=7%, signal=47%","ENSMUSG00000055116/ENSMUSG00000043556/ENSMUSG00000028680/ENSMUSG00000041560/ENSMUSG00000035692/ENSMUSG00000063760/ENSMUSG00000038451"
"GO:0048525","GO:0048525","negative regulation of viral process",3,-0.818436736871795,-1.51836470419839,0.0326324230237786,0.0326324230237786,0.88710894502558,579,"tags=100%, list=10%, signal=90%","ENSMUSG00000044786/ENSMUSG00000035692"
"GO:0030154","GO:0030154","cell differentiation",158,0.322817042449866,1.39781742173112,0.0340063761955367,0.0340063761955367,0.88710894502558,1399,"tags=32%, list=25%, signal=24%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000053216/ENSMUSG00000037447/ENSMUSG00000028661/ENSMUSG00000060284/ENSMUSG00000040297/ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000048528/ENSMUSG00000019817/ENSMUSG00000030022/ENSMUSG00000021253/ENSMUSG00000064145/ENSMUSG00000071757/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000022246/ENSMUSG00000032015/ENSMUSG00000022893/ENSMUSG00000027315/ENSMUSG00000033342/ENSMUSG00000034997/ENSMUSG00000021943/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000031103/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000048096/ENSMUSG00000021743/ENSMUSG00000041324/ENSMUSG00000021055/ENSMUSG00000044317/ENSMUSG00000027204/ENSMUSG00000022144/ENSMUSG00000066406/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000021647/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000027859/ENSMUSG00000027313/ENSMUSG00000045493/ENSMUSG00000036192"
"GO:0051262","GO:0051262","protein tetramerization",3,0.849033686186846,1.4859257182564,0.0344036785574573,0.0344036785574573,0.88710894502558,421,"tags=67%, list=7%, signal=62%","ENSMUSG00000029026/ENSMUSG00000015134"
"GO:0016477","GO:0016477","cell migration",67,0.381762112908984,1.47580823062693,0.0351288056206089,0.0351288056206089,0.88710894502558,1583,"tags=46%, list=28%, signal=34%","ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000028661/ENSMUSG00000046500/ENSMUSG00000034460/ENSMUSG00000030022/ENSMUSG00000032243/ENSMUSG00000036480/ENSMUSG00000022893/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000017652/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000021743/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000040152/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000041112/ENSMUSG00000029576/ENSMUSG00000027238/ENSMUSG00000017144/ENSMUSG00000006445/ENSMUSG00000000555/ENSMUSG00000026814"
"GO:0051402","GO:0051402","neuron apoptotic process",18,0.545323043869139,1.60238491081695,0.0356198057174985,0.0356198057174985,0.88710894502558,1352,"tags=56%, list=24%, signal=42%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000075707/ENSMUSG00000026826/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane",6,0.729391763079586,1.5987698507355,0.0357845331106497,0.0357845331106497,0.88710894502558,2,"tags=17%, list=0%, signal=17%","ENSMUSG00000032034"
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane",6,0.729391763079586,1.5987698507355,0.0357845331106497,0.0357845331106497,0.88710894502558,2,"tags=17%, list=0%, signal=17%","ENSMUSG00000032034"
"GO:0048870","GO:0048870","cell motility",71,0.37407646985053,1.46017271251722,0.036046511627907,0.036046511627907,0.88710894502558,1583,"tags=45%, list=28%, signal=33%","ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000028661/ENSMUSG00000046500/ENSMUSG00000034460/ENSMUSG00000030022/ENSMUSG00000032243/ENSMUSG00000036480/ENSMUSG00000022893/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000017652/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000021743/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000027225/ENSMUSG00000040152/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000041112/ENSMUSG00000029576/ENSMUSG00000027238/ENSMUSG00000017144/ENSMUSG00000006445/ENSMUSG00000000555/ENSMUSG00000026814"
"GO:0051674","GO:0051674","localization of cell",71,0.37407646985053,1.46017271251722,0.036046511627907,0.036046511627907,0.88710894502558,1583,"tags=45%, list=28%, signal=33%","ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000028661/ENSMUSG00000046500/ENSMUSG00000034460/ENSMUSG00000030022/ENSMUSG00000032243/ENSMUSG00000036480/ENSMUSG00000022893/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000017652/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000021743/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000027225/ENSMUSG00000040152/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000041112/ENSMUSG00000029576/ENSMUSG00000027238/ENSMUSG00000017144/ENSMUSG00000006445/ENSMUSG00000000555/ENSMUSG00000026814"
"GO:0048869","GO:0048869","cellular developmental process",159,0.320288500714633,1.38640185369972,0.0360934182590234,0.0360934182590234,0.88710894502558,1399,"tags=31%, list=25%, signal=24%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000053216/ENSMUSG00000037447/ENSMUSG00000028661/ENSMUSG00000060284/ENSMUSG00000040297/ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000048528/ENSMUSG00000019817/ENSMUSG00000030022/ENSMUSG00000021253/ENSMUSG00000064145/ENSMUSG00000071757/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000022246/ENSMUSG00000032015/ENSMUSG00000022893/ENSMUSG00000027315/ENSMUSG00000033342/ENSMUSG00000034997/ENSMUSG00000021943/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000031103/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000048096/ENSMUSG00000021743/ENSMUSG00000041324/ENSMUSG00000021055/ENSMUSG00000044317/ENSMUSG00000027204/ENSMUSG00000022144/ENSMUSG00000066406/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000021647/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000027859/ENSMUSG00000027313/ENSMUSG00000045493/ENSMUSG00000036192"
"GO:0043603","GO:0043603","cellular amide metabolic process",17,0.544739415750282,1.57320150988075,0.0376811594202899,0.0376811594202899,0.88710894502558,1381,"tags=53%, list=25%, signal=40%","ENSMUSG00000079036/ENSMUSG00000021228/ENSMUSG00000052544/ENSMUSG00000033849/ENSMUSG00000042540/ENSMUSG00000021263/ENSMUSG00000024172/ENSMUSG00000040152/ENSMUSG00000027313"
"GO:0032535","GO:0032535","regulation of cellular component size",10,0.622922329460239,1.55332965909364,0.0378843887127898,0.0378843887127898,0.88710894502558,1352,"tags=60%, list=24%, signal=46%","ENSMUSG00000029026/ENSMUSG00000074625/ENSMUSG00000001627/ENSMUSG00000048096/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:0040007","GO:0040007","growth",41,0.422318253944328,1.51118704701442,0.0379266750948167,0.0379266750948167,0.88710894502558,1352,"tags=37%, list=24%, signal=28%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000026147/ENSMUSG00000034460/ENSMUSG00000064145/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000041324/ENSMUSG00000066406/ENSMUSG00000040152/ENSMUSG00000014813/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:0031032","GO:0031032","actomyosin structure organization",10,0.621104112632173,1.54879572285131,0.0388374426840554,0.0388374426840554,0.88710894502558,1145,"tags=60%, list=20%, signal=48%","ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000026109/ENSMUSG00000048096/ENSMUSG00000066406"
"GO:0030282","GO:0030282","bone mineralization",3,-0.808180183632539,-1.49933673572676,0.0393525864730815,0.0393525864730815,0.88710894502558,365,"tags=100%, list=6%, signal=94%","ENSMUSG00000035692/ENSMUSG00000032487"
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process",13,0.574196826042038,1.53473344989551,0.0398773006134969,0.0398773006134969,0.88710894502558,660,"tags=38%, list=12%, signal=34%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000026826"
"GO:0030029","GO:0030029","actin filament-based process",31,0.457074949642156,1.54172138321128,0.0401606425702811,0.0401606425702811,0.88710894502558,1767,"tags=61%, list=31%, signal=42%","ENSMUSG00000032034/ENSMUSG00000079243/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000074625/ENSMUSG00000037188/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000048096/ENSMUSG00000066406/ENSMUSG00000014813/ENSMUSG00000031799/ENSMUSG00000041112/ENSMUSG00000031636/ENSMUSG00000027238/ENSMUSG00000017144/ENSMUSG00000051136/ENSMUSG00000038530/ENSMUSG00000054978"
"GO:0044257","GO:0044257","cellular protein catabolic process",15,-0.45556418716998,-1.59314482160182,0.0410642857057472,0.0410642857057472,0.88710894502558,370,"tags=47%, list=7%, signal=44%","ENSMUSG00000055116/ENSMUSG00000043556/ENSMUSG00000028680/ENSMUSG00000041560/ENSMUSG00000035692/ENSMUSG00000063760/ENSMUSG00000038451"
"GO:0051603","GO:0051603","proteolysis involved in cellular protein catabolic process",15,-0.45556418716998,-1.59314482160182,0.0410642857057472,0.0410642857057472,0.88710894502558,370,"tags=47%, list=7%, signal=44%","ENSMUSG00000055116/ENSMUSG00000043556/ENSMUSG00000028680/ENSMUSG00000041560/ENSMUSG00000035692/ENSMUSG00000063760/ENSMUSG00000038451"
"GO:0043523","GO:0043523","regulation of neuron apoptotic process",16,0.542985119089482,1.53805011825291,0.0412979351032448,0.0412979351032448,0.88710894502558,1352,"tags=56%, list=24%, signal=43%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000026826/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:1901215","GO:1901215","negative regulation of neuron death",15,0.568256347368971,1.58713091831744,0.0413734047347616,0.0413734047347616,0.88710894502558,1352,"tags=60%, list=24%, signal=46%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000026826/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:0048699","GO:0048699","generation of neurons",55,0.379578676295026,1.42306288542212,0.0414129110840439,0.0414129110840439,0.88710894502558,1399,"tags=38%, list=25%, signal=29%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000028661/ENSMUSG00000034460/ENSMUSG00000071757/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000022893/ENSMUSG00000027315/ENSMUSG00000033342/ENSMUSG00000026826/ENSMUSG00000001627/ENSMUSG00000021743/ENSMUSG00000041324/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000032860/ENSMUSG00000023951/ENSMUSG00000027859/ENSMUSG00000045493/ENSMUSG00000036192"
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus",4,-0.731072894597058,-1.5342869064968,0.0416292448453919,0.0416292448453919,0.88710894502558,46,"tags=100%, list=1%, signal=99%","ENSMUSG00000021457/ENSMUSG00000027776/ENSMUSG00000049709"
"GO:0001649","GO:0001649","osteoblast differentiation",12,0.59091677594806,1.54911241095286,0.0416666666666667,0.0416666666666667,0.88710894502558,1566,"tags=75%, list=28%, signal=54%","ENSMUSG00000060284/ENSMUSG00000040297/ENSMUSG00000029378/ENSMUSG00000021943/ENSMUSG00000008855/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000036192/ENSMUSG00000006445"
"GO:0007507","GO:0007507","heart development",26,0.472729641220086,1.53903123390264,0.0416666666666667,0.0416666666666667,0.88710894502558,1583,"tags=46%, list=28%, signal=33%","ENSMUSG00000029026/ENSMUSG00000031074/ENSMUSG00000079243/ENSMUSG00000030022/ENSMUSG00000022893/ENSMUSG00000008855/ENSMUSG00000027204/ENSMUSG00000066406/ENSMUSG00000040152/ENSMUSG00000023951/ENSMUSG00000031636/ENSMUSG00000026814"
"GO:0006928","GO:0006928","movement of cell or subcellular component",85,0.369569343277424,1.47542049485298,0.0416917093921128,0.0416917093921128,0.88710894502558,1618,"tags=44%, list=29%, signal=31%","ENSMUSG00000032034/ENSMUSG00000079036/ENSMUSG00000031074/ENSMUSG00000028661/ENSMUSG00000046500/ENSMUSG00000034460/ENSMUSG00000030022/ENSMUSG00000032243/ENSMUSG00000036480/ENSMUSG00000022893/ENSMUSG00000046717/ENSMUSG00000008855/ENSMUSG00000026826/ENSMUSG00000087236/ENSMUSG00000047369/ENSMUSG00000017652/ENSMUSG00000025515/ENSMUSG00000022512/ENSMUSG00000026109/ENSMUSG00000021732/ENSMUSG00000021743/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000027225/ENSMUSG00000040152/ENSMUSG00000032860/ENSMUSG00000014813/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000041112/ENSMUSG00000029576/ENSMUSG00000027238/ENSMUSG00000017144/ENSMUSG00000006445/ENSMUSG00000000555/ENSMUSG00000026814/ENSMUSG00000027115"
"GO:0022008","GO:0022008","neurogenesis",59,0.382797002935727,1.46044326518101,0.041816009557945,0.041816009557945,0.88710894502558,1399,"tags=39%, list=25%, signal=30%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000028661/ENSMUSG00000034460/ENSMUSG00000071757/ENSMUSG00000075707/ENSMUSG00000029378/ENSMUSG00000022893/ENSMUSG00000027315/ENSMUSG00000033342/ENSMUSG00000026826/ENSMUSG00000021732/ENSMUSG00000001627/ENSMUSG00000021743/ENSMUSG00000041324/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000032860/ENSMUSG00000023951/ENSMUSG00000027859/ENSMUSG00000027313/ENSMUSG00000045493/ENSMUSG00000036192"
"GO:0001764","GO:0001764","neuron migration",5,0.76587795765878,1.57727888165299,0.0423177233945582,0.0423177233945582,0.88710894502558,1321,"tags=100%, list=23%, signal=77%","ENSMUSG00000079036/ENSMUSG00000026826/ENSMUSG00000021743/ENSMUSG00000021055/ENSMUSG00000023951"
"GO:0070997","GO:0070997","neuron death",20,0.514548435210715,1.55953114697402,0.0424929178470255,0.0424929178470255,0.88710894502558,1352,"tags=50%, list=24%, signal=38%","ENSMUSG00000029026/ENSMUSG00000079036/ENSMUSG00000034460/ENSMUSG00000021253/ENSMUSG00000075707/ENSMUSG00000026826/ENSMUSG00000021055/ENSMUSG00000022144/ENSMUSG00000023951/ENSMUSG00000027859"
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis",9,0.646659804331549,1.57720340610378,0.043197329510928,0.043197329510928,0.88710894502558,1321,"tags=67%, list=23%, signal=51%","ENSMUSG00000031074/ENSMUSG00000034460/ENSMUSG00000037188/ENSMUSG00000021732/ENSMUSG00000022144/ENSMUSG00000023951"
"GO:0042391","GO:0042391","regulation of membrane potential",17,0.536197216208086,1.54853173047994,0.0434782608695652,0.0434782608695652,0.88710894502558,196,"tags=18%, list=3%, signal=17%","ENSMUSG00000032034/ENSMUSG00000046500/ENSMUSG00000079243"
"GO:0043010","GO:0043010","camera-type eye development",17,0.535385337957448,1.54618703491943,0.0434782608695652,0.0434782608695652,0.88710894502558,1566,"tags=71%, list=28%, signal=51%","ENSMUSG00000071757/ENSMUSG00000015134/ENSMUSG00000075707/ENSMUSG00000036480/ENSMUSG00000037188/ENSMUSG00000021732/ENSMUSG00000041324/ENSMUSG00000007805/ENSMUSG00000023951/ENSMUSG00000045493/ENSMUSG00000036192/ENSMUSG00000006445"
